LegislatureNumber,PersonId,MemberCode,MemberChamber,MemberDistrict,MemberParty,MemberIsMajority,MemberIsActive,MemberComment,MemberEMail,MemberPhone,MemberBuilding,MemberRoom
10,Michael Beirne:5,Bei,H,7,R,FALSE,TRUE,,Representative.Michael.Beirne@akleg.gov,,,
10,Clark Gruening:9,Gru,H,7,D,FALSE,TRUE,,Representative.Clark.Gruening@akleg.gov,,,
10,Russ Meekins:1,Mee,H,7,D,FALSE,TRUE,,Representative.Russ.Meekins@akleg.gov,,,
10,Bill Miles:10,MiB,H,7,D,FALSE,TRUE,,Representative.Bill.Miles@akleg.gov,,,
10,Bob Bradley:9,BrB,H,8,D,FALSE,TRUE,,Representative.Bob.Bradley@akleg.gov,,,
10,Samuel Cotten:9,Cot,H,8,D,FALSE,TRUE,,Representative.Samuel.Cotten@akleg.gov,,,
10,Tim Kelly:10,Kel,H,8,R,FALSE,TRUE,,Representative.Tim.Kelly@akleg.gov,,,
10,Randy Phillips:10,Phi,H,8,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
10,Thelma Buchholdt:9,Buc,H,9,D,FALSE,TRUE,,Representative.Thelma.Buchholdt@akleg.gov,,,
10,Joseph McKinnon:9,McK,H,9,D,FALSE,TRUE,,Representative.Joseph.McKinnon@akleg.gov,,,
10,C Chatterton:10,Cha,H,10,R,FALSE,TRUE,,Representative.C..Chatterton@akleg.gov,,,
10,Richard Urion:8,Uri,H,10,R,FALSE,TRUE,,Representative.Richard.Urion@akleg.gov,,,
10,Kris Lethin:10,Let,H,11,R,FALSE,TRUE,,Representative.Kris.Lethin@akleg.gov,,,
10,Lisa Rudd:9,Rud,H,11,D,FALSE,TRUE,,Representative.Lisa.Rudd@akleg.gov,,,
10,Ed Dankworth:10,Dan,H,12,R,FALSE,TRUE,,Representative.Ed.Dankworth@akleg.gov,,,
10,Joe Hayes:10,Hay,H,12,R,FALSE,TRUE,,Representative.Joe.Hayes@akleg.gov,,,
10,Hugh Malone:8,Mal,H,13,D,FALSE,TRUE,Speaker of the House,Representative.Hugh.Malone@akleg.gov,,,
10,Leo Rhode:2,Rho,H,13,R,FALSE,TRUE,,Representative.Leo.Rhode@akleg.gov,,,
10,Merle Snider:10,Sni,H,14,D,FALSE,TRUE,,Representative.Merle.Snider@akleg.gov,,,
10,Alvin Osterback:9,Ost,H,15,D,FALSE,TRUE,,Representative.Alvin.Osterback@akleg.gov,,,
10,Nels Anderson:9,And,H,16,D,FALSE,TRUE,"""Martin Severson (D) was the interim appointee by the Governor to the House for the period of January 31, 1977 until March 11, 1977 pending the election recount between Joe McGill and Nels Anderson, Jr.  Nels A. Anderson, Jr. was sworn in on March 11, 1977.""",Representative.Nels.Anderson@akleg.gov,,,
10,Phillip Guy:8,Guy,H,17,D,FALSE,TRUE,,Representative.Phillip.Guy@akleg.gov,,,
10,William Akers:10,Ake,H,18,R,FALSE,TRUE,,Representative.William.Akers@akleg.gov,,,
10,Leslie Swanson:7,Swa,H,19,D,FALSE,TRUE,,Representative.Leslie.Swanson@akleg.gov,,,
10,Don Bennett:10,Ben,H,20,R,FALSE,TRUE,,Representative.Don.Bennett@akleg.gov,,,
10,Fred Brown:9,Bro,H,20,D,FALSE,TRUE,,Representative.Fred.Brown@akleg.gov,,,
10,Larry Carpenter:10,Car,H,20,R,FALSE,TRUE,,Representative.Larry.Carpenter@akleg.gov,,,
10,Steve Cowper:9,Cow,H,20,D,FALSE,TRUE,,Representative.Steve.Cowper@akleg.gov,,,
10,Charles Parr:9,Par,H,20,D,FALSE,TRUE,,Representative.Charles.Parr@akleg.gov,,,
10,Sarah Smith:10,Smi,H,20,D,FALSE,TRUE,,Representative.Sarah.Smith@akleg.gov,,,
10,Leo Schaeffer:10,Sch,H,21,D,FALSE,TRUE,,Representative.Leo.Schaeffer@akleg.gov,,,
10,Alfred Nakak:10,Nak,H,22,D,FALSE,TRUE,,Representative.Alfred.Nakak@akleg.gov,,,
10,Robert Ziegler:4,Zie,S,A,D,FALSE,TRUE,,Senator.Robert.Ziegler@akleg.gov,,,
10,H Meland:7,Mel,S,B,D,FALSE,TRUE,,Senator.H..Meland@akleg.gov,,,
10,Bill Ray:4,Ray,S,C,D,FALSE,TRUE,,Senator.Bill.Ray@akleg.gov,,,
10,Jalmar Kerttula:2,Ker,S,D,D,FALSE,TRUE,,Senator.Jalmar.Kerttula@akleg.gov,,,
10,Chancy Croft:6,Cro,S,E,D,FALSE,TRUE,,Senator.Chancy.Croft@akleg.gov,,,
10,Bill Sumner:10,Sum,S,E,R,FALSE,TRUE,,Senator.Bill.Sumner@akleg.gov,,,
10,W E Bradley:9,BrW,S,F,R,FALSE,TRUE,,Senator.W..Bradley@akleg.gov,,,
10,Edward Willis:9,Wil,S,F,D,FALSE,TRUE,,Senator.Edward.Willis@akleg.gov,,,
10,Patrick Rodey:9,Rod,S,G,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
10,Joseph Orsini:8,Ors,S,H,R,FALSE,TRUE,,Senator.Joseph.Orsini@akleg.gov,,,
10,Mike Colletta:7,Col,S,I,R,FALSE,TRUE,,Senator.Mike.Colletta@akleg.gov,,,
10,John Rader:1,Rad,S,J,D,FALSE,TRUE,Senate President,Senator.John.Rader@akleg.gov,,,
10,Clem Tillion:3,Til,S,K,R,FALSE,TRUE,,Senator.Clem.Tillion@akleg.gov,,,
10,Kathryn Poland:6,Pol,S,L,D,FALSE,TRUE,,Senator.Kathryn.Poland@akleg.gov,,,
10,George Hohman:5,Hoh,S,M,D,FALSE,TRUE,,Senator.George.Hohman@akleg.gov,,,
10,John Sackett:5,Sac,S,N,R,FALSE,TRUE,,Senator.John.Sackett@akleg.gov,,,
10,John Butrovich:3,But,S,O,R,FALSE,TRUE,,Senator.John.Butrovich@akleg.gov,,,
10,Glenn Hackney:8,Hac,S,O,R,FALSE,TRUE,,Senator.W..Hackney@akleg.gov,,,
10,John Huber:7,Hub,S,O,D,FALSE,TRUE,,Senator.John.Huber@akleg.gov,,,
10,Frank Ferguson:7,Fer,S,P,D,FALSE,TRUE,,Senator.Frank.Ferguson@akleg.gov,,,
11,Oral Freeman:1,Fre,H,1,D,FALSE,TRUE,,Representative.Oral.Freeman@akleg.gov,,,
11,Terry Gardiner:8,Gar,H,1,D,FALSE,TRUE,Speaker of the House,Representative.Terry.Gardiner@akleg.gov,,,
11,E Haugen:4,Hau,H,2,R,FALSE,TRUE,,Representative.E..Haugen@akleg.gov,,,
11,Richard Eliason:6,Eli,H,3,R,FALSE,TRUE,,Representative.Richard.Eliason@akleg.gov,,,
11,Jim Duncan:9,Dun,H,4,D,FALSE,TRUE,,Representative.Jim.Duncan@akleg.gov,,,
11,Mike M Miller:7,MiM,H,4,D,FALSE,TRUE,,Representative.M..Miller@akleg.gov,,,
11,Margaret Branson:11,BrM,H,5,R,FALSE,TRUE,,Representative.Margaret.Branson@akleg.gov,,,
11,Patrick Carney:11,Car,H,6,D,FALSE,TRUE,,Representative.Patrick.Carney@akleg.gov,,,
11,Michael Beirne:5,Bei,H,7,R,FALSE,TRUE,,Representative.Michael.Beirne@akleg.gov,,,
11,Russ Meekins:1,Mee,H,7,D,FALSE,TRUE,,Representative.Russ.Meekins@akleg.gov,,,
11,Bill Miles:10,MiB,H,7,D,FALSE,FALSE,"""Resigned October 15, 1980""",Representative.Bill.Miles@akleg.gov,,,
11,William Parker:8,PaW,H,7,D,FALSE,TRUE,,Representative.William.Parker@akleg.gov,,,
11,Samuel Cotten:9,Cot,H,8,D,FALSE,TRUE,,Representative.Samuel.Cotten@akleg.gov,,,
11,Rick Halford:11,Hal,H,8,R,FALSE,TRUE,,Representative.Richard.Halford@akleg.gov,,,
11,Terry Martin:11,Mar,H,8,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
11,Randy Phillips:10,Phi,H,8,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
11,Thelma Buchholdt:9,Buc,H,9,D,FALSE,TRUE,,Representative.Thelma.Buchholdt@akleg.gov,,,
11,Joseph McKinnon:9,McK,H,9,D,FALSE,TRUE,,Representative.Joseph.McKinnon@akleg.gov,,,
11,Ramona Barnes:11,Bar,H,10,R,FALSE,TRUE,,Representative.Ramona.Barnes@akleg.gov,,,
11,C Chatterton:10,Cha,H,10,R,FALSE,TRUE,,Representative.C..Chatterton@akleg.gov,,,
11,Ray Metcalfe:11,Met,H,11,R,FALSE,TRUE,,Representative.Ray.Metcalfe@akleg.gov,,,
11,Joyce Munson:11,Mun,H,11,D,FALSE,TRUE,,Representative.Joyce.Munson@akleg.gov,,,
11,Joe Hayes:10,Hay,H,12,R,FALSE,TRUE,,Representative.Joe.Hayes@akleg.gov,,,
11,Joe Montgomery:11,Mon,H,12,R,FALSE,TRUE,,Representative.Joe.Montgomery@akleg.gov,,,
11,Hugh Malone:8,Mal,H,13,D,FALSE,TRUE,,Representative.Hugh.Malone@akleg.gov,,,
11,Patrick O'Connell:11,O'C,H,13,R,FALSE,TRUE,,Representative.Patrick.O'Connell@akleg.gov,,,
11,Fred Zharoff:11,Zha,H,14,D,FALSE,TRUE,,Representative.Fred.Zharoff@akleg.gov,,,
11,Alvin Osterback:9,Ost,H,15,D,FALSE,TRUE,,Representative.Alvin.Osterback@akleg.gov,,,
11,Nels Anderson:9,And,H,16,D,FALSE,TRUE,,Representative.Nels.Anderson@akleg.gov,,,
11,Phillip Guy:8,Guy,H,17,D,FALSE,TRUE,,Representative.Phillip.Guy@akleg.gov,,,
11,Vernon Hurlbert:11,Hur,H,18,D,FALSE,TRUE,,Representative.Vernon.Hurlbert@akleg.gov,,,
11,H Moss:11,Mos,H,19,D,FALSE,TRUE,,Representative.H..Moss@akleg.gov,,,
11,Robert Bettisworth:11,Bet,H,20,R,FALSE,TRUE,,Representative.Robert.Bettisworth@akleg.gov,,,
11,Fred Brown:9,Bro,H,20,D,FALSE,TRUE,,Representative.Fred.Brown@akleg.gov,,,
11,Charles Parr:9,PaC,H,20,D,FALSE,TRUE,,Representative.Charles.Parr@akleg.gov,,,
11,Richard Randolph:7,Ran,H,20,L,FALSE,TRUE,,Representative.Richard.Randolph@akleg.gov,,,
11,Brian Rogers:11,Rog,H,20,D,FALSE,TRUE,,Representative.Brian.Rogers@akleg.gov,,,
11,Sarah Smith:10,Smi,H,20,D,FALSE,TRUE,,Representative.Sarah.Smith@akleg.gov,,,
11,Leo Schaeffer:10,Sch,H,21,D,FALSE,TRUE,,Representative.Leo.Schaeffer@akleg.gov,,,
11,John Fuller:11,Ful,H,22,D,FALSE,TRUE,,Representative.John.Fuller@akleg.gov,,,
11,Robert Ziegler:4,Zie,S,A,D,FALSE,TRUE,,Senator.Robert.Ziegler@akleg.gov,,,
11,H Meland:7,Mel,S,B,D,FALSE,TRUE,,Senator.H..Meland@akleg.gov,,,
11,Bill Ray:4,Ray,S,C,D,FALSE,TRUE,,Senator.Bill.Ray@akleg.gov,,,
11,Jalmar Kerttula:2,Ker,S,D,D,FALSE,TRUE,,Senator.Jalmar.Kerttula@akleg.gov,,,
11,Terry Stimson:11,Sti,S,E,D,FALSE,TRUE,,Senator.Terry.Stimson@akleg.gov,,,
11,Bill Sumner:10,Sum,S,E,R,FALSE,TRUE,,Senator.Bill.Sumner@akleg.gov,,,
11,W E Bradley:9,BrW,S,F,R,FALSE,TRUE,,Senator.W..Bradley@akleg.gov,,,
11,Tim Kelly:10,Kel,S,F,R,FALSE,TRUE,,Senator.Tim.Kelly@akleg.gov,,,
11,Patrick Rodey:9,Rod,S,G,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
11,Arliss Sturgulewski:11,Stu,S,H,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
11,Mike Colletta:7,Col,S,I,R,FALSE,TRUE,,Senator.Mike.Colletta@akleg.gov,,,
11,Ed Dankworth:10,Dan,S,J,R,FALSE,TRUE,,Senator.Ed.Dankworth@akleg.gov,,,
11,Clem Tillion:3,Til,S,K,R,FALSE,TRUE,Senate President,Senator.Clem.Tillion@akleg.gov,,,
11,Bob Mulcahy:11,Mul,S,L,R,FALSE,TRUE,,Senator.Bob.Mulcahy@akleg.gov,,,
11,George Hohman:5,Hoh,S,M,D,FALSE,TRUE,,Senator.George.Hohman@akleg.gov,,,
11,John Sackett:5,Sac,S,N,R,FALSE,TRUE,,Senator.John.Sackett@akleg.gov,,,
11,Don Bennett:10,Ben,S,O,R,FALSE,TRUE,,Senator.Don.Bennett@akleg.gov,,,
11,Bettye Fahrenkamp:11,Fah,S,O,D,FALSE,TRUE,,Senator.Bettye.Fahrenkamp@akleg.gov,,,
11,Glenn Hackney:8,Hac,S,O,R,FALSE,TRUE,,Senator.W..Hackney@akleg.gov,,,
11,Frank Ferguson:7,Fer,S,P,D,FALSE,TRUE,,Senator.Frank.Ferguson@akleg.gov,,,
12,Oral Freeman:1,Fre,H,1,D,FALSE,TRUE,,Representative.Oral.Freeman@akleg.gov,,,
12,Terry Gardiner:8,Gar,H,1,D,FALSE,TRUE,,Representative.Terry.Gardiner@akleg.gov,,,
12,E Haugen:4,Hau,H,2,R,FALSE,TRUE,,Representative.E..Haugen@akleg.gov,,,
12,Ben Grussendorf:12,Gru,H,3,D,FALSE,TRUE,,Representative.Ben.Grussendorf@akleg.gov,,,
12,Jim Duncan:9,Dun,H,4,D,FALSE,TRUE,"""Speaker of the House through June 15, 1981""",Representative.Jim.Duncan@akleg.gov,,,
12,Mike M Miller:7,Mil,H,4,D,FALSE,TRUE,,Representative.M..Miller@akleg.gov,,,
12,Bette Cato:12,Cat,H,5,D,FALSE,TRUE,,Representative.Bette.Cato@akleg.gov,,,
12,Patrick Carney:11,Car,H,6,D,FALSE,TRUE,,Representative.Patrick.Carney@akleg.gov,,,
12,Michael Beirne:5,Bei,H,7,R,FALSE,TRUE,,Representative.Michael.Beirne@akleg.gov,,,
12,Donald Clocksin:12,Clo,H,7,D,FALSE,TRUE,,Representative.Donald.Clocksin@akleg.gov,,,
12,David Cuddy:12,Cud,H,7,R,FALSE,TRUE,,Representative.David.Cuddy@akleg.gov,,,
12,Russ Meekins:1,Mee,H,7,D,FALSE,TRUE,,Representative.Russ.Meekins@akleg.gov,,,
12,Samuel Cotten:9,Cot,H,8,D,FALSE,TRUE,,Representative.Samuel.Cotten@akleg.gov,,,
12,Rick Halford:11,Hal,H,8,R,FALSE,TRUE,,Representative.Richard.Halford@akleg.gov,,,
12,Terry Martin:11,Mar,H,8,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
12,Randy Phillips:10,Phi,H,8,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
12,Mitchell Abood:12,Abo,H,9,R,FALSE,TRUE,,Representative.Mitchell.Abood@akleg.gov,,,
12,Thelma Buchholdt:9,Buc,H,9,D,FALSE,TRUE,,Representative.Thelma.Buchholdt@akleg.gov,,,
12,Charles Anderson:12,AnC,H,10,R,FALSE,TRUE,,Representative.Charles.Anderson@akleg.gov,,,
12,Ramona Barnes:11,Bar,H,10,R,FALSE,TRUE,,Representative.Ramona.Barnes@akleg.gov,,,
12,Bernard Bylsma:12,Byl,H,11,R,FALSE,TRUE,,Representative.Bernard.Bylsma@akleg.gov,,,
12,Ray Metcalfe:11,Met,H,11,R,FALSE,TRUE,,Representative.Ray.Metcalfe@akleg.gov,,,
12,Joe Hayes:10,Hay,H,12,R,FALSE,TRUE,Speaker of the House,Representative.Joe.Hayes@akleg.gov,,,
12,Joe Montgomery:11,Mon,H,12,R,FALSE,TRUE,,Representative.Joe.Montgomery@akleg.gov,,,
12,Hugh Malone:8,Mal,H,13,D,FALSE,TRUE,,Representative.Hugh.Malone@akleg.gov,,,
12,Patrick O'Connell:11,O'C,H,13,R,FALSE,TRUE,,Representative.Patrick.O'Connell@akleg.gov,,,
12,Fred Zharoff:11,Zha,H,14,D,FALSE,TRUE,,Representative.Fred.Zharoff@akleg.gov,,,
12,Eric Sutcliffe:12,Sut,H,15,R,FALSE,TRUE,,Representative.Eric.Sutcliffe@akleg.gov,,,
12,Joseph Chuckwuk:12,Chu,H,16,D,FALSE,TRUE,,Representative.Joseph.Chuckwuk@akleg.gov,,,
12,Anthony Vaska:12,Vas,H,17,D,FALSE,TRUE,,Representative.Anthony.Vaska@akleg.gov,,,
12,Vernon Hurlbert:11,Hur,H,18,D,FALSE,TRUE,,Representative.Vernon.Hurlbert@akleg.gov,,,
12,H Moss:11,Mos,H,19,D,FALSE,TRUE,,Representative.H..Moss@akleg.gov,,,
12,Robert Bettisworth:11,Bet,H,20,R,FALSE,TRUE,,Representative.Robert.Bettisworth@akleg.gov,,,
12,Fred Brown:9,Bro,H,20,D,FALSE,TRUE,,Representative.Fred.Brown@akleg.gov,,,
12,Ken Fanning:12,Fan,H,20,L,FALSE,TRUE,,Representative.Ken.Fanning@akleg.gov,,,
12,Richard Randolph:7,Ran,H,20,L,FALSE,TRUE,,Representative.Richard.Randolph@akleg.gov,,,
12,Brian Rogers:11,Rog,H,20,D,FALSE,TRUE,,Representative.Brian.Rogers@akleg.gov,,,
12,Sarah Smith:10,Smi,H,20,D,FALSE,TRUE,,Representative.Sarah.Smith@akleg.gov,,,
12,Albert Adams:12,Ada,H,21,D,FALSE,TRUE,,Representative.Albert.Adams@akleg.gov,,,
12,John Fuller:11,Ful,H,22,D,FALSE,TRUE,,Representative.John.Fuller@akleg.gov,,,
12,Robert Ziegler:4,Zie,S,A,D,FALSE,TRUE,,Senator.Robert.Ziegler@akleg.gov,,,
12,Richard Eliason:6,Eli,S,B,R,FALSE,TRUE,,Senator.Richard.Eliason@akleg.gov,,,
12,Bill Ray:4,Ray,S,C,D,FALSE,TRUE,,Senator.Bill.Ray@akleg.gov,,,
12,Jalmar Kerttula:2,Ker,S,D,D,FALSE,TRUE,Senate President,Senator.Jalmar.Kerttula@akleg.gov,,,
12,Victor Fischer:12,Fis,S,E,D,FALSE,TRUE,,Senator.Victor.Fischer@akleg.gov,,,
12,Terry Stimson:11,Sti,S,E,D,FALSE,TRUE,,Senator.Terry.Stimson@akleg.gov,,,
12,W E Bradley:9,Bra,S,F,R,FALSE,TRUE,,Senator.W..Bradley@akleg.gov,,,
12,Tim Kelly:10,Kel,S,F,R,FALSE,TRUE,,Senator.Tim.Kelly@akleg.gov,,,
12,Patrick Rodey:9,Rod,S,G,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
12,Arliss Sturgulewski:11,Stu,S,H,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
12,Mike Colletta:7,Col,S,I,R,FALSE,TRUE,,Senator.Mike.Colletta@akleg.gov,,,
12,Ed Dankworth:10,Dan,S,J,R,FALSE,TRUE,,Senator.Ed.Dankworth@akleg.gov,,,
12,Donald Gilman:12,Gil,S,K,R,FALSE,TRUE,,Senator.Donald.Gilman@akleg.gov,,,
12,Bob Mulcahy:11,Mul,S,L,R,FALSE,TRUE,,Senator.Bob.Mulcahy@akleg.gov,,,
12,Nels Anderson:9,AnN,S,M,D,FALSE,TRUE,"""Appointed on March 2, 1982 to fill the vacancy left by George Hohman's expultion""",Senator.Nels.Anderson@akleg.gov,,,
12,George Hohman:5,Hoh,S,M,D,FALSE,TRUE,"""Expelled on February 5, 1982""",Senator.George.Hohman@akleg.gov,,,
12,John Sackett:5,Sac,S,N,R,FALSE,TRUE,,Senator.John.Sackett@akleg.gov,,,
12,Don Bennett:10,Ben,S,O,R,FALSE,TRUE,,Senator.Don.Bennett@akleg.gov,,,
12,Bettye Fahrenkamp:11,Fah,S,O,D,FALSE,TRUE,,Senator.Bettye.Fahrenkamp@akleg.gov,,,
12,Charles Parr:9,Par,S,O,D,FALSE,TRUE,,Senator.Charles.Parr@akleg.gov,,,
12,Frank Ferguson:7,Fer,S,P,D,FALSE,TRUE,,Senator.Frank.Ferguson@akleg.gov,,,
13,Peter Goll:13,Gol,H,2,D,FALSE,TRUE,,Representative.Peter.Goll@akleg.gov,,,
13,Ben Grussendorf:12,Gru,H,3,D,FALSE,TRUE,,Representative.Ben.Grussendorf@akleg.gov,,,
13,Bette Cato:12,Cat,H,6,D,FALSE,TRUE,,Representative.Bette.Cato@akleg.gov,,,
13,Mike Szymanski:13,Szy,H,7,D,FALSE,TRUE,,Representative.Mike.Szymanski@akleg.gov,,,
13,Richard Shultz:13,Shu,H,17,R,FALSE,TRUE,,Representative.Richard.Shultz@akleg.gov,,,
13,Mike W Miller:13,Mim,H,18,R,FALSE,TRUE,,Representative.Mike.Miller@akleg.gov,,,
13,Mike Davis:13,Dav,H,19,D,FALSE,TRUE,,Representative.Mike.Davis@akleg.gov,,,
13,Niilo Koponen:13,Kop,H,21,D,FALSE,TRUE,,Representative.Niilo.Koponen@akleg.gov,,,
13,Albert Adams:12,Ada,H,22,D,FALSE,TRUE,,Representative.Albert.Adams@akleg.gov,,,
13,John Fuller:11,Ful,H,23,D,FALSE,TRUE,,Representative.John.Fuller@akleg.gov,,,
13,Vernon Hurlbert:11,Hur,H,24,D,FALSE,TRUE,,Representative.Vernon.Hurlbert@akleg.gov,,,
13,Anthony Vaska:12,Vas,H,25,D,FALSE,TRUE,,Representative.Anthony.Vaska@akleg.gov,,,
13,Adelheid Herrmann:13,Her,H,26,D,FALSE,TRUE,,Representative.Adelheid.Herrmann@akleg.gov,,,
13,Fred Zharoff:11,Zha,H,27,D,FALSE,TRUE,,Representative.Fred.Zharoff@akleg.gov,,,
13,Ron Wendte:13,Wen,H,1-A,D,FALSE,TRUE,,Representative.Ron.Wendte@akleg.gov,,,
13,Jack McBride:13,McB,H,1-B,D,FALSE,TRUE,"""Died on April 16, 1984""",Representative.Jack.McBride@akleg.gov,,,
13,John Sund:13,Sun,H,1-B,D,FALSE,TRUE,"""Appointed April 30, 1984 to fill the vacancy created by the death of Representative Jack McBride.""",Representative.John.Sund@akleg.gov,,,
13,Charles Bussell:13,Bus,H,10-A,R,FALSE,TRUE,,Representative.Charles.Bussell@akleg.gov,,,
13,John Lindauer:13,Lin,H,10-B,R,FALSE,TRUE,,Representative.John.Lindauer@akleg.gov,,,
13,Mitchell Abood:12,Abo,H,11-A,R,FALSE,TRUE,,Representative.Mitchell.Abood@akleg.gov,,,
13,Mae Tischer:13,Tis,H,11-B,R,FALSE,TRUE,,Representative.Mae.Tischer@akleg.gov,,,
13,Rick Uehling:13,Ueh,H,12-A,R,FALSE,TRUE,,Representative.Rick.Uehling@akleg.gov,,,
13,Donald Clocksin:12,Clo,H,12-B,D,FALSE,TRUE,,Representative.Donald.Clocksin@akleg.gov,,,
13,Terry Martin:11,Mar,H,13-A,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
13,Jerry Ward:13,War,H,13-A,R,FALSE,TRUE,,Representative.Jerry.Ward@akleg.gov,,,
13,Ramona Barnes:11,Bar,H,14-A,R,FALSE,TRUE,,Representative.Ramona.Barnes@akleg.gov,,,
13,Walter Furnace:13,Fur,H,14-B,R,FALSE,TRUE,,Representative.Walter.Furnace@akleg.gov,,,
13,John Liska:13,Lis,H,15-A,R,FALSE,TRUE,,Representative.John.Liska@akleg.gov,,,
13,Randy Phillips:10,Phi,H,15-B,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
13,Barbara Lacher:13,Lac,H,16-A,R,FALSE,TRUE,,Representative.Barbara.Lacher@akleg.gov,,,
13,Ronald Larson:13,Lar,H,16-B,D,FALSE,TRUE,,Representative.Ronald.Larson@akleg.gov,,,
13,Robert Bettisworth:11,Bet,H,20-A,R,FALSE,TRUE,,Representative.Robert.Bettisworth@akleg.gov,,,
13,John Ringstad:13,Rin,H,20-B,R,FALSE,TRUE,,Representative.John.Ringstad@akleg.gov,,,
13,Mike M Miller:7,Mil,H,4-A,D,FALSE,TRUE,,Representative.M..Miller@akleg.gov,,,
13,Jim Duncan:9,Dun,H,4-B,D,FALSE,TRUE,,Representative.Jim.Duncan@akleg.gov,,,
13,Hugh Malone:8,Mal,H,5-A,D,FALSE,TRUE,,Representative.Hugh.Malone@akleg.gov,,,
13,Milo Fritz:5,Fri,H,5-B,R,FALSE,TRUE,,Representative.Milo.Fritz@akleg.gov,,,
13,John Cowdery:13,Cow,H,8-A,R,FALSE,TRUE,,Representative.John.Cowdery@akleg.gov,,,
13,Sam Pestinger:13,Pes,H,8-B,R,FALSE,TRUE,,Representative.Sam.Pestinger@akleg.gov,,,
13,Joe Hayes:10,Hay,H,9-A,R,FALSE,TRUE,Speaker of the House,Representative.Joe.Hayes@akleg.gov,,,
13,Joe Flood:13,Flo,H,9-B,D,FALSE,TRUE,,Representative.Joe.Flood@akleg.gov,,,
13,Robert Ziegler:4,Zie,S,A,D,FALSE,TRUE,,Senator.Robert.Ziegler@akleg.gov,,,
13,Richard Eliason:6,Eli,S,B,R,FALSE,TRUE,,Senator.Richard.Eliason@akleg.gov,,,
13,Bill Ray:4,Ray,S,C,D,FALSE,TRUE,,Senator.Bill.Ray@akleg.gov,,,
13,Paul Fischer:13,Fip,S,D-A,R,FALSE,TRUE,,Senator.Paul.Fischer@akleg.gov,,,
13,Donald Gilman:12,Gil,S,D-B,R,FALSE,TRUE,,Senator.Donald.Gilman@akleg.gov,,,
13,Fritz Pettyjohn:13,Pet,S,E-A,R,FALSE,TRUE,,Senator.Fritz.Pettyjohn@akleg.gov,,,
13,Jan Faiks:13,Fai,S,E-B,R,FALSE,TRUE,,Senator.Jan.Faiks@akleg.gov,,,
13,Arliss Sturgulewski:11,Stu,S,F-A,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
13,Patrick Rodey:9,Rod,S,F-B,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
13,Joseph Josephson:3,Jos,S,G-A,D,FALSE,TRUE,,Senator.Joseph.Josephson@akleg.gov,,,
13,Victor Fischer:12,Fiv,S,G-B,D,FALSE,TRUE,,Senator.Victor.Fischer@akleg.gov,,,
13,Rick Halford:11,Hal,S,H-A,R,FALSE,TRUE,,Senator.Richard.Halford@akleg.gov,,,
13,Tim Kelly:10,Kel,S,H-B,R,FALSE,TRUE,,Senator.Tim.Kelly@akleg.gov,,,
13,Jalmar Kerttula:2,Ker,S,I,D,FALSE,TRUE,Senate President,Senator.Jalmar.Kerttula@akleg.gov,,,
13,H Moss:11,Mos,S,J,D,FALSE,TRUE,,Senator.H..Moss@akleg.gov,,,
13,Don Bennett:10,Ben,S,K-A,R,FALSE,TRUE,,Senator.Don.Bennett@akleg.gov,,,
13,Bettye Fahrenkamp:11,Fah,S,K-B,D,FALSE,TRUE,,Senator.Bettye.Fahrenkamp@akleg.gov,,,
13,Frank Ferguson:7,Fer,S,L,D,FALSE,TRUE,,Senator.Frank.Ferguson@akleg.gov,,,
13,John Sackett:5,Sac,S,M,R,FALSE,TRUE,,Senator.John.Sackett@akleg.gov,,,
13,Bob Mulcahy:11,Mul,S,N,R,FALSE,TRUE,,Senator.Bob.Mulcahy@akleg.gov,,,
14,Peter Goll:13,Gol,H,2,D,FALSE,TRUE,,Representative.Peter.Goll@akleg.gov,,,
14,Ben Grussendorf:12,Grs,H,3,D,FALSE,TRUE,Speaker of the House,Representative.Ben.Grussendorf@akleg.gov,,,
14,Bette Cato:12,Cat,H,6,D,FALSE,TRUE,,Representative.Bette.Cato@akleg.gov,,,
14,Mike Szymanski:13,Szy,H,7,D,FALSE,TRUE,,Representative.Mike.Szymanski@akleg.gov,,,
14,Richard Shultz:13,Shu,H,17,R,FALSE,TRUE,,Representative.Richard.Shultz@akleg.gov,,,
14,Mike W Miller:13,Mim,H,18,R,FALSE,TRUE,,Representative.Mike.W.M.W.Miller@akleg.gov,,,
