MemberId,PersonId,LegislatureNumber,MemberCode,LastName,MiddleName,FirstName,FormalName,ShortName,SessionContact,InterimContact,Chamber,District,Seat,Party,Phone,EMail,Building,Room,Comment,IsActive,IsMajority
10:H:Jim Duncan:9,Jim Duncan:9,10,Dun,Duncan,,Jim,Representative Jim Duncan,Duncan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4,,D,,Representative.Jim.Duncan@akleg.gov,,,,true,false
10:S:John Rader:1,John Rader:1,10,Rad,Rader,,John,Senator John Rader,Rader,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,J,,D,,Senator.John.Rader@akleg.gov,,,Senate President,true,false
20:H:Carl Moses:4,Carl Moses:4,20,MOS,Moses,,Carl,Representative Carl Moses,Moses,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,40,,D,4654451,Representative.Carl.Moses@akleg.gov,CAPITOL,521,,true,false
20:S:Sean Parnell:18,Sean Parnell:18,20,PAR,Parnell,,Sean,Senator Sean Parnell,Parnell,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,I,,R,4652995,Senator.Sean.Parnell@akleg.gov,CAPITOL,504,,true,true
34:S:Elvi Gray-Jackson:31,Elvi Gray-Jackson:31,34,GRA,Gray-Jackson,,Elvi,Senator Elvi Gray-Jackson,Gray-Jackson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G,,D,4654930,Senator.Elvi.Gray-Jackson@akleg.gov,CAPITOL,30,,true,true
34:H:Genevieve Mina:33,Genevieve Mina:33,34,MNA,Mina,,Genevieve,Representative Genevieve Mina,Mina,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,19,,D,4653424,Representative.Genevieve.Mina@akleg.gov,CAPITOL,416,,true,true
34:H:Frank Tomaszewski:33,Frank Tomaszewski:33,34,TMZ,Tomaszewski,,Frank,Representative Frank Tomaszewski,Tomaszewski,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,34,,R,4654457,Representative.Frank.Tomaszewski@akleg.gov,CAPITOL,405,,true,false
19:H:Jerry Mackie:17,Jerry Mackie:17,19,MAK,Mackie,,Jerry,Representative Jerry Mackie,Mackie,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,5,,D,4654925,Representative.Jerry.Mackie@akleg.gov,CAP,404,,true,false
19:H:Caren Robinson:19,Caren Robinson:19,19,ROB,Robinson,,Caren,Representative Caren Robinson,Robinson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4,,D,4653744,Representative.Caren.Robinson@akleg.gov,CAP,114,,true,false
11:S:W E Bradley:9,W E Bradley:9,11,BrW,Bradley,,W.,Senator W. Bradley,Bradley,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F,,R,,Senator.W..Bradley@akleg.gov,,,,true,false
11:S:Jalmar Kerttula:2,Jalmar Kerttula:2,11,Ker,Kerttula,,Jalmar,Senator Jalmar Kerttula,Kerttula,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,D,,D,,Senator.Jalmar.Kerttula@akleg.gov,,,,true,false
11:S:Bob Mulcahy:11,Bob Mulcahy:11,11,Mul,Mulcahy,,Bob,Senator Bob Mulcahy,Mulcahy,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,L,,R,,Senator.Bob.Mulcahy@akleg.gov,,,,true,false
11:S:Patrick Rodey:9,Patrick Rodey:9,11,Rod,Rodey,,Patrick,Senator Patrick Rodey,Rodey,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G,,D,,Senator.Patrick.Rodey@akleg.gov,,,,true,false
22:S:Dave Donley:15,Dave Donley:15,22,DON,Donley,,Dave,Senator Dave Donley,Donley,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,J,,R,4653892,Senator.Dave.Donley@akleg.gov,CAPITOL,506,,true,true
22:H:Eldon Mulder:18,Eldon Mulder:18,22,MUL,Mulder,,Eldon,Representative Eldon Mulder,Mulder,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,23,,R,4652647,Representative.Eldon.Mulder@akleg.gov,CAPITOL,507,,true,true
30:H:Tiffany Zulkosky:30,Tiffany Zulkosky:30,30,ZUL,Zulkosky,,Tiffany,Representative Tiffany Zulkosky,Zulkosky,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,38,,D,4652,Representative.Tiffany.Zulkosky@akleg.gov,CAPITOL,416,"Oath Taken March 9, 2018",true,true
13:H:Jerry Ward:13,Jerry Ward:13,13,War,Ward,,Jerry,Representative Jerry Ward,Ward,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13-A,,R,,Representative.Jerry.Ward@akleg.gov,,,,true,false
24:H:Paul Seaton:23,Paul Seaton:23,24,SAN,Seaton,,Paul,Representative Paul Seaton,Seaton,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,35,,R,4652689,Representative.Paul.Seaton@akleg.gov,CAPITOL,102,,true,true
15:H:F Wallis:14,F Wallis:14,15,Wal,Wallis,,F.,Representative F. Wallis,Wallis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,24,,D,,Representative.F..Wallis@akleg.gov,,,,true,false
19:H:Irene Nicholia:18,Irene Nicholia:18,19,NIC,Nicholia,,Irene,Representative Irene Nicholia,Nicholia,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,36,,D,4654527,Representative.Irene.Nicholia@akleg.gov,CAP,501,,true,false
29:H:Dan Ortiz:29,Dan Ortiz:29,29,ORT,Ortiz,,Dan,Representative Dan Ortiz,Ortiz,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,36,,N,4653824,Representative.Dan.Ortiz@akleg.gov,CAPITOL,114,,true,false
26:H:Reggie Joule:20,Reggie Joule:20,26,JOU,Joule,,Reggie,Representative Reggie Joule,Joule,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,40,,D,4654833,Representative.Reggie.Joule@akleg.gov,CAPITOL,410,,true,true
28:H:Steve Thompson:27,Steve Thompson:27,28,THP,Thompson,,Steve,Representative Steve Thompson,Thompson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,3,,R,4653004,Representative.Steve.Thompson@akleg.gov,CAPITOL,500,,true,true
29:S:Anna MacKinnon:29,Anna MacKinnon:29,29,MAI,MacKinnon,,Anna,Senator Anna MacKinnon,MacKinnon,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G,,R,4653777,Senator.Anna.MacKinnon@akleg.gov,CAPITOL,516,,true,true
11:S:Bettye Fahrenkamp:11,Bettye Fahrenkamp:11,11,Fah,Fahrenkamp,,Bettye,Senator Bettye Fahrenkamp,Fahrenkamp,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,D,,Senator.Bettye.Fahrenkamp@akleg.gov,,,,true,false
11:S:Tim Kelly:10,Tim Kelly:10,11,Kel,Kelly,,Tim,Senator Tim Kelly,Kelly,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F,,R,,Senator.Tim.Kelly@akleg.gov,,,,true,false
22:H:Vic Kohring:19,Vic Kohring:19,22,KOH,Kohring,,Vic,Representative Vic Kohring,Kohring,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,26,,R,4652186,Representative.Vic.Kohring@akleg.gov,CAPITOL,24,,true,true
22:S:Ben Stevens:22,Ben Stevens:22,22,STE,Stevens,,Ben,Senator Ben Stevens,Stevens,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F,,R,4654993,Senator.Ben.Stevens@akleg.gov,CAPITOL,119,"Confirmed; August 6, 2001",true,true
30:H:Dan Saddler:27,Dan Saddler:27,30,SAD,Saddler,,Dan,Representative Dan Saddler,Saddler,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13,,R,465,Representative.Dan.Saddler@akleg.gov,,,"Resigned December 7, 2018",false,false
31:H:Lance Pruitt:27,Lance Pruitt:27,31,PRU,Pruitt,,Lance,Representative Lance Pruitt,Pruitt,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,27,,R,4653438,Representative.Lance.Pruitt@akleg.gov,CAPITOL,404,House Minority Leader,true,false
16:H:Max Gruenberg:14,Max Gruenberg:14,16,GRU,Gruenberg,,Max,Representative Max Gruenberg,Gruenberg,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,11-B,,D,,Representative.Max.Gruenberg@akleg.gov,,,,true,false
18:S:Steve Frank:14,Steve Frank:14,18,FRA,Frank,,Steve,Senator Steve Frank,Frank,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,R,4653709,Senator.Steve.Frank@akleg.gov,CAPITOL,518,,true,true
27:H:Mike Doogan:25,Mike Doogan:25,27,DOO,Doogan,,Mike,Representative Mike Doogan,Doogan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,25,,D,4654998,Representative.Mike.Doogan@akleg.gov,CAPITOL,400,,true,false
21:S:Gary Wilken:20,Gary Wilken:20,21,WLK,Wilken,,Gary,Senator Gary Wilken,Wilken,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,R,4653709,Senator.Gary.Wilken@akleg.gov,CAPITOL,514,,true,true
34:H:Rebecca Himschoot:33,Rebecca Himschoot:33,34,HMS,Himschoot,,Rebecca,Representative Rebecca Himschoot,Himschoot,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,2,,N,4653732,Representative.Rebecca.Himschoot@akleg.gov,CAPITOL,411,,true,true
29:H:Mike Hawker:23,Mike Hawker:23,29,HAW,Hawker,,Mike,Representative Mike Hawker,Hawker,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,28,,R,4654949,Representative.Mike.Hawker@akleg.gov,CAPITOL,502,,true,true
31:S:Scott Kawasaki:25,Scott Kawasaki:25,31,KAW,Kawasaki,,Scott,Senator Scott Kawasaki,Kawasaki,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,A,,D,4653466,Senator.Scott.Kawasaki@akleg.gov,CAPITOL,7,,true,false
14:S:Patrick Rodey:9,Patrick Rodey:9,14,Rod,Rodey,,Patrick,Senator Patrick Rodey,Rodey,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G-B,,D,,Senator.Patrick.Rodey@akleg.gov,,,,true,false
32:H:Andy Josephson:28,Andy Josephson:28,32,JOS,Josephson,,Andy,Representative Andy Josephson,Josephson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,17,,D,4654939,Representative.Andy.Josephson@akleg.gov,CAPITOL,502,,true,true
17:S:Bettye Fahrenkamp:11,Bettye Fahrenkamp:11,17,Fah,Fahrenkamp,,Bettye,Senator Bettye Fahrenkamp,Fahrenkamp,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K-B,,D,,Senator.Bettye.Fahrenkamp@akleg.gov,,,"""Died on August 12, 1991""",true,false
26:H:Scott Kawasaki:25,Scott Kawasaki:25,26,KAW,Kawasaki,,Scott,Representative Scott Kawasaki,Kawasaki,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,9,,D,4653466,Representative.Scott.Kawasaki@akleg.gov,CAPITOL,428,,true,false
13:H:Donald Clocksin:12,Donald Clocksin:12,13,Clo,Clocksin,,Donald,Representative Donald Clocksin,Clocksin,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,12-B,,D,,Representative.Donald.Clocksin@akleg.gov,,,,true,false
13:H:Terry Martin:11,Terry Martin:11,13,Mar,Martin,,Terry,Representative Terry Martin,Martin,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13-A,,R,,Representative.Terry.Martin@akleg.gov,,,,true,false
24:H:Ethan Berkowitz:20,Ethan Berkowitz:20,24,BER,Berkowitz,,Ethan,Representative Ethan Berkowitz,Berkowitz,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,26,,D,4654919,Representative.Ethan.Berkowitz@akleg.gov,CAPITOL,404,House Minority Leader,true,false
24:H:Harry Crawford:22,Harry Crawford:22,24,CRF,Crawford,,Harry,Representative Harry Crawford,Crawford,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,21,,D,4653438,Representative.Harry.Crawford@akleg.gov,CAPITOL,426,,true,false
24:S:Kim Elton:19,Kim Elton:19,24,ELT,Elton,,Kim,Senator Kim Elton,Elton,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,B,,D,4654947,Senator.Kim.Elton@akleg.gov,CAPITOL,115,,true,false
24:H:Mary Kapsner:21,Mary Kapsner:21,24,KAP,Kapsner,,Mary,Representative Mary Kapsner,Kapsner,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,38,,D,4654942,Representative.Mary.Kapsner@akleg.gov,CAPITOL,424,,true,false
15:H:Bette Cato:12,Bette Cato:12,15,Cat,Cato,,Bette,Representative Bette Cato,Cato,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,6,,D,,Representative.Bette.Cato@akleg.gov,,,,true,false
15:H:Mike Davis:13,Mike Davis:13,15,DaM,Davis,,Mike,Representative Mike Davis,Davis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,19,,D,,Representative.Mike.Davis@akleg.gov,,,,true,false
15:S:Joseph Josephson:3,Joseph Josephson:3,15,Jos,Josephson,,Joseph,Senator Joseph Josephson,Josephson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H-A,,D,,Senator.Joseph.Josephson@akleg.gov,,,,true,false
